"id_unique","cd_ref","lb_nom","N°_Taxinomique_BDNFF","N°_Nomenclatural_BDNFF","code_CATMINAT","NOM_SCIENTIFIQUE","TYPE_BIOLOGIQUE","indicat_phytoscio_caract","caract_eco_hab_optimal","INDICATION_DIFFERENTIELLE_1","INDICATION_DIFFERENTIELLE_2","Lichtzahl","Temperaturzahl","Kontinentalitat","Feuchtzahl","Reaktionszahl","rang_taxinomique","CHOROLOGIE","inflorescence","sexualité","ordre_maturation","pollinisation","fruit","dissémination","couleur_fleur","macule","floraison","type_ligneux","Hauteur_végétative_maximum (m)","MODELE ARCHITECTURAL","FORMATION_VEGETALE","INDICATION_CARACTERISTIQUE_TRANSGRESSIVE","INDICATION_DIFFERENTIELLE_3","Lumière","Température","Continentalité","Humidité_atmosphérique","Humidité_édaphique","Réaction_du_sol_(pH)","Niveau_trophique","Salinité","Texture","Matière_organique","Nutrients","Salz","CLASSE_(-opsida)","SUBCLASSE_(-idae)","Clade_intermédiaire","SUPERORDRE_(-anae)","Clade_intermédiaire_1","Clade_intermédiaire_2","Clade_intermédiaire_3","ORDRE_(-ales)","FAMILLE_(-aceae)","numSpA","numSpB","numSpH","nomA","nomB","nomH","Life strategy"
"36",100225,"Geum urbanum","4758","30154","13/2.0.1","Geum urbanum L., 1753","Heri","Lamio albi–Chenopodietalia boni–henrici Kopecký 1969","friches et lisières vivaces médio-européennes, eutrophiles, mésohydriques",NULL,NULL,"4","5","5","5","x","esp","eurasiatique","cyme unipare hélicoïde","androdioïque","protogyne","entomogame, autogame","akène","épizoochore","jaune",NULL,"5-9",NULL,"1","Stone","hémicryptophytaie",NULL,NULL,5,5,5,6,5,6,7,0,2,3,"7","0","Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rosaceae",0,0,1557,NULL,NULL,"Geum urbanum",NULL
"37",100258,"Ginkgo biloba","7315","30178","18/6.","Ginkgo biloba L., 1771","A-cad","Quercetea mongolicae Song 1988 ex Krestov, Song, Nakamura & Verkholat 2006","associations arborescentes climaciques des forêts caducifoliées de l'Asie orientale continentale, tempérée modale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Asie orient.)",NULL,"dioïque",NULL,NULL,"drupe",NULL,NULL,NULL,NULL,"arbre","50","Massart","magnophanérophytaie","σA Pruno avium - Carpinetalia betuli Gillet 1986 ex Julve 1993",NULL,8,5,5,5,5,5,5,0,3,3,NULL,NULL,"Pinopsida","Ginkgoidae",NULL,NULL,NULL,NULL,NULL,"Ginkgoales","Ginkgoaceae",16623,0,0,"Ginkgo biloba A *",NULL,NULL,NULL
"38",100264,"Gladiolus x byzantinus","6086","30184","13/27.0.2.0.3","Gladiolus x byzantinus Mill., 1768","Gtub","Gladiolo italici–Allion rosei Julve 2021 prov. hoc loco",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"hyb","méditerranéen occidental","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose",NULL,"4-5",NULL,"1.5","Leeuwenberg","géophytaie",NULL,NULL,8,8,4,4,5,7,5,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Iridaceae",0,0,12191,NULL,NULL,"Gladiolus com. byzantinus",NULL
"39",100266,"Gladiolus communis","6085","30186","06/1.1.2.0.5","Gladiolus communis L., 1753","Gtub","Molinion caeruleae Koch 1926 em. Braun–Blanquet 1947","moliniaies des prés paratourbeux médio-européens, basophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen(eury)","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose",NULL,"5-6",NULL,"1.2","Tomlinson","hémicryptophytaie",NULL,NULL,8,5,4,7,7,8,2,0,1,9,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Iridaceae",0,0,10507,NULL,NULL,"Gladiolus communis",NULL
"40",100275,"Gladiolus italicus","6089","30202","13/27.0.2.0.3","Gladiolus italicus Mill., 1768","Gtub","Gladiolo italici–Allion rosei Julve 2021 prov. hoc loco",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen(eury)","épi simple","hermaphrodite",NULL,"entomogame","capsule","barochore","rose",NULL,"5-6",NULL,"1.2","Leeuwenberg","géophytaie",NULL,NULL,8,7,4,4,5,7,5,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Iridaceae",0,0,714,NULL,NULL,"Gladiolus italicus",NULL
"41",100278,"Gladiolus palustris","6090","30205","06/1.1.2.0.5","Gladiolus palustris Gaudin, 1828","gtub","Molinion caeruleae Koch 1926 em. Braun–Blanquet 1947","moliniaies des prés paratourbeux médio-européens, basophiles",NULL,NULL,"8","6","4","6~","8","esp","européen","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose",NULL,"5-7",NULL,"0.6","Tomlinson","hémicryptophytaie",NULL,NULL,8,5,8,7,8,8,2,0,1,9,"2","0","Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Iridaceae",0,0,715,NULL,NULL,"Gladiolus palustris",NULL
"42",100289,"Glaucium flavum","4034","30228","13/27.0.1.0.1","Glaucium flavum Crantz, 1763","Hbis(Csuf)","Dauco carotae subsp. carotae–Melilotion albi Görs 1966","friches bisannuelles mésohydriques, médio-européennes","Resedion luteae Julve 2009 all. nov. hoc loco",NULL,"9","6","6","6","8","esp","européen","cyme unipare hélicoïde","hermaphrodite","protogyne","entomogame","capsule","barochore","jaune",NULL,"6-9",NULL,"1","Stone","thérophytaie","Honckenyo peploidis - Crambion maritimae J.-M. & J. Géhu 1969",NULL,9,7,4,4,6,7,6,0,6,1,"7","2","Magnoliopsida","Magnoliidae","Eudicots","Ranunculanae","Eudicots","Eudicots","Eudicots","Ranunculales","Papaveraceae",0,0,1230,NULL,NULL,"Glaucium flavum",NULL
"43",434171,"Aloina obliquifolia","B17","B10240","13/B1.0.2.0.1","Aloina obliquifolia (Müll.Hal.) Broth.",NULL,"Aloino bifrontis - Crossidion crassinervis","épigé, méditerranéen, continental, pionnier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"c"
"44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"46",1002901,"Hieracium xatartianum","11890",NULL,"08/2.2.1.0.9","Hieracium xatartianum Arv.-Touv., 1894","hros","Saxifragion mediae Braun–Blanquet in Meier & Braun–Blanquet 1934","lithophytes des replats de falaises basophiles, orophiles, pyrénéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte pyrénéen",NULL,"hermaphrodite",NULL,"apogame","akène","anémochore","jaune",NULL,NULL,NULL,NULL,"Stone","hémicryptophytaie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,17093,NULL,NULL,"Hieracium xatardianum *",NULL
"47",100310,"Glechoma hederacea","3549","30252","13/2.0.1","Glechoma hederacea L., 1753","hsto","Lamio albi–Chenopodietalia boni–henrici Kopecký 1969","friches et lisières vivaces médio-européennes, eutrophiles, mésohydriques",NULL,NULL,"6","6","3","6","x","esp","eurasiatique","glomérules","gynodioïque","protandre","entomogame","akène","myrmécochore","bleu","rose","3-5",NULL,"0.3","Tomlinson","hémicryptophytaie",NULL,NULL,5,5,5,6,5,6,7,0,2,3,"7","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lamiaceae",0,0,2544,NULL,NULL,"Glechoma hederacea",NULL
"48",100330,"Gleditsia triacanthos","2918","30278","18/11.","Gleditsia triacanthos L., 1753","A-cad","σA Aceri sacchari–Fagetea grandifoliae Julve 2019 class. nov. hoc loco","associations arborescentes climaciques caducifoliées malacophylles des forêts du tempéré modal nord-est américain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. du nord)",NULL,"hermaphrodite",NULL,"entomogame","gousse","barochore","jaune",NULL,NULL,"arbre","25","Koriba","magnophanérophytaie","σA Pruno avium - Carpinetalia betuli Gillet 1986 ex Julve 1993",NULL,7,6,5,5,5,5,5,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",1671,0,0,"Gleditsia triacanthos A",NULL,NULL,NULL
"49",100332,"Glinus lotoides","10283","30282","04/5.0.2.0.4","Glinus lotoides L., 1753","Test","Centaurio pulchelli–Blackstonion perfoliatae (Müller–Stoll & Pietsch 1965 apud Pietsch 1973) de Foucault 1988","annuelles des tonsures mésohygrophiles, basophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","subtropical(paléo)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Acosta","thérophytaie",NULL,NULL,8,7,2,7,7,6,3,0,4,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Caryophyllanae","Eudicots","Eudicots","Eudicots","Caryophyllales","Molluginaceae",0,0,4243,NULL,NULL,"Glinus lotoides",NULL
"50",100335,"Globularia alypum","3451","30285","14/8.0.1","Globularia alypum L., 1753","Cfru-semp","Salvietalia rosmarini Braun-Blanquet 1931 em. Julve 1993 prov. ","garrigues méso à subméditerranéennes occidentales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","capitule simple","hermaphrodite",NULL,"entomogame","akène","épizoochore","bleu",NULL,NULL,"sous-arbrisseau","1","Scarrone","magnochaméphytaie",NULL,NULL,7,8,3,4,2,8,4,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Plantaginaceae",0,0,12515,NULL,NULL,"Globularia alypum",NULL
"51",100338,"Globularia bisnagarica","3452","30288","09/3.","Globularia bisnagarica L., 1753","hros","Festuco valesiacae–Bromopsietea erectae Braun–Blanquet & Tüxen 1943 em. Royer 1987","pelouses basophiles médio-européennes et nevado-illyriennes",NULL,NULL,"8","6","5","2","9","esp","européen","capitule simple","hermaphrodite",NULL,"entomogame","akène","barochore","bleu",NULL,"4-6",NULL,"0.5","Corner","hémicryptophytaie",NULL,NULL,8,6,4,3,3,9,2,0,3,2,"2","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Plantaginaceae",0,0,2755,NULL,NULL,"Globularia punctata",NULL
"52",100350,"Globularia repens","3456","30309","08/2.2.1","Globularia repens Lam., 1779","csuf","Potentilletalia caulescentis Braun–Blanquet in Braun–Blanquet & Jenny 1926","lithophytes des dalles en pente de falaises basophiles, orophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte méridional","capitule simple","hermaphrodite",NULL,"entomogame","akène","épizoochore","bleu",NULL,"5-7",NULL,NULL,"Petit","hémicryptophytaie",NULL,NULL,8,5,5,5,4,7,2,0,8,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Plantaginaceae",0,0,10555,NULL,NULL,"Globularia repens",NULL
"53",1003758,"Veronica triloba","5513","71410","13/5.0.2.0.1","Veronica triloba (Opiz) Opiz, 1826","tver","Drabo muralis–Cardaminion hirsutae de Foucault 1988","ourlets thérophytiques vernaux, nitrophiles, planitiaires-atlantiques à subméditerranéens","Caucalidion platycarpi Tüxen 1950 ex von Rochow 1951",NULL,NULL,NULL,NULL,NULL,NULL,"esp","européen","fleur solitaire latérale","hermaphrodite",NULL,"autogame","capsule","myrmécochore","bleu",NULL,"3-10",NULL,"0.2","Acosta","thérophytaie",NULL,NULL,8,7,4,4,4,6,6,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Plantaginaceae",0,0,2635,NULL,NULL,"Veronica hed. triloba",NULL
"54",100382,"Glyceria declinata","6930","30352","04/1.0.1.0.2","Glyceria declinata Bréb., 1859","hsto","Glycerio fluitantis–Sparganion erecti subsp. neglecti Braun-Blanquet & Sissingh in Boer 1942","parvoglycériaies flottantes amphibies, mésothermes",NULL,NULL,"5","6","2","8~","6","esp","européen","panicule d'épillets","hermaphrodite","protandre","anémogame","caryopse","barochore","vert",NULL,"5-8",NULL,"0.6","Tomlinson","hémicryptophytaie",NULL,NULL,7,6,4,9,8,7,7,0,1,8,"5","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,4244,NULL,NULL,"Glyceria declinata",NULL
"55",1003825,"Convolvulus roseatus","45258","168741","05/2.0.2","Convolvulus roseatus (Brummitt) J.-M.Tison, 2021","Gtub-lia","Convolvuletalia sepium Tüxen 1950 ex Mucina in Mucina, Grabherr & Ellmauer 1993","mégaphorbiaies planitiaires-collinéennes, eutrophiles, nitrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","atlantique","racème simple","hermaphrodite",NULL,"entomogame","capsule","barochore","rose",NULL,"6-9",NULL,"3","Oldeman","hémicryptophytaie",NULL,NULL,8,5,5,8,7,7,9,0,1,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Solanales","Convolvulaceae",7117,7118,2403,"Calystegia sepium A","Calystegia sepium B","Calystegia sepium H",NULL
"56",100387,"Glyceria fluitans","6931","30374","04/1.0.1.0.2","Glyceria fluitans (L.) R.Br., 1810","hsto","Glycerio fluitantis–Sparganion erecti subsp. neglecti Braun-Blanquet & Sissingh in Boer 1942","parvoglycériaies flottantes amphibies, mésothermes","Isoeto lacustris - Littorelletea uniflorae Braun-Blanquet & Vlieger in Vlieger 1937",NULL,"7","x","3","9=","x","esp","eurasiatique","panicule d'épillets","hermaphrodite","protandre","anémogame","caryopse","barochore","vert",NULL,"5-8",NULL,"0.8","Tomlinson","hémicryptophytaie",NULL,NULL,7,5,4,9,9,4,4,0,4,9,"7","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,303,NULL,NULL,"Glyceria fluitans",NULL
"57",100394,"Glyceria maxima","6932","30413","05/3.0.1","Glyceria maxima (Hartm.) Holmb., 1919","Hsto","Phragmitetalia australis Koch 1926 em. Pignatti 1953","roselières amphibies européennes",NULL,NULL,"9","5","x","10","8","esp","eurasiatique","panicule d'épillets","hermaphrodite","protandre","anémogame","caryopse","hydrochore","vert",NULL,"6-8",NULL,"2.5","Tomlinson","hémicryptophytaie",NULL,NULL,8,6,5,8,9,8,9,0,1,8,"9","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,301,NULL,NULL,"Glyceria maxima",NULL
"58",100398,"Glyceria notata","6933","30417","04/1.0.1.0.2","Glyceria notata Chevall., 1827","hsto","Glycerio fluitantis–Sparganion erecti subsp. neglecti Braun-Blanquet & Sissingh in Boer 1942","parvoglycériaies flottantes amphibies, mésothermes",NULL,NULL,"8","5","3","10~","8","esp","eurasiatique","panicule d'épillets","hermaphrodite","protandre","anémogame","caryopse","barochore","vert",NULL,"5-8",NULL,"1","Tomlinson","hémicryptophytaie",NULL,NULL,8,5,4,9,9,5,6,0,2,8,"8","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,304,NULL,NULL,"Glyceria plicata",NULL
"59",100422,"Glycine max","2919","30452","13/27.","Glycine max (L.) Merr., 1917","hsto-lia","Artemisietea vulgaris Lohmeyer, Preising & Tüxen in Tüxen 1950 ex von Rochow 1951","friches vivaces mésoxérophiles européennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Asie orient.)",NULL,"hermaphrodite",NULL,"entomogame","gousse",NULL,"bleu",NULL,NULL,NULL,NULL,"Oldeman","hémicryptophytaie",NULL,NULL,8,7,4,4,4,8,7,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",0,0,1879,NULL,NULL,"Glycine max",NULL
"60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"63",100427,"Glycyrrhiza glabra","2920","30457","05/3.0.4","Glycyrrhiza glabra L., 1753","Csuf","Glycyrrhizetalia glabrae Golub & Mirkin in Golub 1995","steppes prairiales sur sols salinisés",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","eurasiatique","racème simple","hermaphrodite",NULL,"entomogame","gousse","épizoochore","bleu",NULL,"6-7",NULL,"2","Stone","hémicryptophytaie","Glycyrrhizion glabrae Golub & Mirkin in Golub 1995",NULL,9,8,3,8,8,6,6,0,1,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",0,0,1771,NULL,NULL,"Glycyrrhiza glabra",NULL
"64",100519,"Gnaphalium uliginosum","30147","75155","04/5.","Gnaphalium uliginosum L., 1753","test","Juncetea bufonii (Braun–Blanquet & Tüxen 1943) de Foucault 1988","annuelles des tonsures hygrophiles à hydrophiles, européennes",NULL,NULL,"7","6","4","7","4","esp","holarctique","capitule de capitules","gynomonoïque",NULL,"entomogame, autogame","akène","anémochore","blanc",NULL,"7-10",NULL,"0.2","Acosta","thérophytaie",NULL,NULL,7,5,4,8,7,5,4,0,4,4,"4","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,3051,NULL,NULL,"Filaginella uliginosa",NULL
"65",100543,"Gomphocarpus fruticosus","347","30607","15/27.0.3","Gomphocarpus fruticosus (L.) W.T.Aiton, 1811","b-semp","σb Phillyreo angustifoliae–Pistacietalia lentisci Julve 2025 prov.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Afrique tropicale)","ombelle simple","hermaphrodite",NULL,"entomogame","follicule","épizoochore","blanc",NULL,"6-8","arbrisseau","2","Attims","nanophanérophytaie",NULL,NULL,5,8,3,7,7,7,7,0,7,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Gentianales","Apocynaceae",0,0,10852,NULL,NULL,"Gomphocarpus fruticosus",NULL
"66",100551,"Goodyera repens","6466","30615","10/3.0.2.0.4","Goodyera repens (L.) R.Br., 1813","grhi","Goodyerion repentis de Foucault & Julve 2002","sous-bois herbacés médio-européens, boréaux à montagnards, des humus bruts (mor)",NULL,NULL,"5","x","7","4","x","esp","holarctique","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","blanc",NULL,"7-9",NULL,"0.2","Bell","hémicryptophytaie",NULL,NULL,3,5,6,5,4,4,2,0,4,6,"2","0","Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,741,NULL,NULL,"Goodyera repens",NULL
"67",100576,"Gratiola officinalis","5346","30641","12/1.2.2","Gratiola officinalis L., 1753","hsto","Eleocharitetalia palustris subsp. palustris de Foucault 1984","prairies hydrophiles européennes","Allio angulosi - Molinienion caeruleae de Foucault & Géhu 1980",NULL,"7","7","5","8~","7","esp","eurasiatique","fleur solitaire latérale","hermaphrodite",NULL,"entomogame","capsule","barochore","blanc","jaune","6-9",NULL,"0.6","Bell","hémicryptophytaie",NULL,NULL,8,7,4,8,8,6,5,0,2,8,"4","1","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Plantaginaceae",0,0,2601,NULL,NULL,"Gratiola officinalis",NULL
"68",100584,"Groenlandia densa","7217","30645","03/2.0.2","Groenlandia densa (L.) Fourr., 1869","hsto-aqua","Callitricho obtusangulae–Ranunculetalia peltati (Passarge 1978) Julve 2004 ord. nov. hoc loco","herbiers aquatiques vivaces, enracinés, européens, des eaux douces à saumâtres, peu profondes",NULL,NULL,"8","6","2","12","8","esp","européen","épi simple","hermaphrodite",NULL,"hydrogame","akène","hydrochore","vert",NULL,"5-9",NULL,"0.8","Petit","hémicryptophytaie",NULL,NULL,6,5,4,9,12,7,5,0,2,8,"5","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Alismatales","Potamogetonaceae",0,0,124,NULL,NULL,"Groenlandia densa",NULL
"69",100596,"Guizotia abyssinica","810","30657","13/4.0.3","Guizotia abyssinica (L.f.) Cass., 1829","test","Chenopodietalia muralis Braun–Blanquet in Braun–Blanquet, Gajewski, Wraber & Walas 1936","friches annuelles rudérales, nitrophiles, estivales, thermophiles, euryméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Afrique or.)","racème de capitules","hermaphrodite",NULL,"entomogame","akène","anémochore","jaune",NULL,NULL,NULL,NULL,"Stone","thérophytaie",NULL,NULL,8,8,3,4,4,6,7,0,4,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,12328,NULL,NULL,"Guizotia abyssinica",NULL
"70",1005963,"Bryonia dioica subsp. dioica",NULL,NULL,"05/2.0.2","Bryonia dioica subsp. dioica Jacq., 1774","Gtub-lia","Convolvuletalia sepium Tüxen 1950 ex Mucina in Mucina, Grabherr & Ellmauer 1993","mégaphorbiaies planitiaires-collinéennes, eutrophiles, nitrophiles","Atropion bellae-donnae Braun-Blanquet 1930 ex Aichinger 1933",NULL,"7","6","3","5","8","subsp","paléotempéré","cyme unipare hélicoïde","dioïque",NULL,"entomogame","baie","endozoochore","vert",NULL,"5-8",NULL,"3","Oldeman","hémicryptophytaie",NULL,NULL,8,5,5,8,7,7,8,0,1,8,"6","0","Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Cucurbitales","Cucurbitaceae",0,7362,2884,NULL,"Bryonia cre. dioica B","Bryonia cre. dioica H",NULL
"71",1005964,"Bryonia dioica subsp. marmorata",NULL,NULL,"05/2.0.2","Bryonia dioica subsp. marmorata (E.Petit) J.-M.Tison, 2021","Gtub-lia","Convolvuletalia sepium Tüxen 1950 ex Mucina in Mucina, Grabherr & Ellmauer 1993","mégaphorbiaies planitiaires-collinéennes, eutrophiles, nitrophiles","Atropion bellae-donnae Braun-Blanquet 1930 ex Aichinger 1933",NULL,"7","6","3","5","8","subsp","méditerranéen (corso-sarde)","cyme unipare hélicoïde","dioïque",NULL,"entomogame","baie","endozoochore","vert",NULL,"5-8",NULL,"3","Oldeman","hémicryptophytaie",NULL,NULL,8,5,5,8,7,7,8,0,1,8,"6","0","Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Cucurbitales","Cucurbitaceae",0,7362,2884,NULL,"Bryonia cre. dioica B","Bryonia cre. dioica H",NULL
