"CD_NOM","NOM_VALIDE","NOM_VERN","INTERET_PACA","PROTECTION_PACA","CARACTERISATION_ECOLOGIQUE_.HABITAT_OPTIMAL.","floraison","changefloraison","Janvier","Février","Mars","Avril","Mai","Juin","Juillet","Août","Septembre","Octobre","Novembre","Décembre"
"141033","Seseli annuum subsp. annuum L., 1753","Séséli annuel, Séséli des steppes, Séséli coloré","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"123015","Seseli djianeae Gamisans, 1972","Séséli de Djiane","MODERE","-","lithophytes des replats de falaises européennes, acidophiles, subalpines-alpines, corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"161795","Seseli montanum subsp. nanum (Dufour) O.Bolòs & Vigo, 1974","Séséli nain","MODERE","-","pelouses basophiles alpines climaciques, pyrénéennes, chionophobes","8-9","","","","","","","","","X","X","","",""
"123045","Seseli praecox (Gamisans) Gamisans, 1985","Séséli précoce","MODERE","PN","pelouses aérohalines méditerranéennes, corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"130509","Xatartia scabra (Lapeyr.) Meisn., 1838","Xatartie scabre, Xatartie rude, Xatardie scabre, Xatardie rude","FAIBLE","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"124004","Smyrnium perfoliatum L., 1753","Maceron perfolié, Maceron de Crète","FORT","-","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"124004","Smyrnium perfoliatum L., 1753","Maceron perfolié, Maceron de Crète","FORT","-","friches vivaces mésohydriques, thermophiles, euryméditerranéennes, héliophiles","4-6","","","","","X","X","X","","","","","",""
"612649","Smyrnium perfoliatum subsp. perfoliatum L., 1753","Maceron perfolié, Maceron de Crète","TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"141259","Smyrnium perfoliatum subsp. rotundifolium (Mill.) Bonnier & Layens, 1894","Maceron à feuilles rondes","TRES FORT","-","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles","4-6","","","","","X","X","X","","","","","",""
"101295","Heracleum pumilum Vill., 1779","Berce naine","MODERE","PN","grpts vivaces des éboulis basophiles, psychrophiles, montagnards (ubacs) à alpins, héliophiles","6-8","","","","","","","X","X","X","","","",""
"612647","Pastinaca kochii subsp. kochii Duby, 1828","Panais de Koch, Panais divariqué","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"612648","Pastinaca kochii subsp. latifolia (Duby) Reduron, 2008","Panais à feuilles larges, Panais à larges feuilles","MODERE","-","friches vivaces mésoxérophiles européennes","7-8","","","","","","","","X","X","","","",""
"97133","Eryngium alpinum L., 1753","Panicaut des Alpes, Étoile des Alpes, Chardon des Alpes","MODERE","PN","pelouses basophiles subalpines, alpiennes, mésohygrophiles","7-8","","","","","","","","X","X","","","",""
"97145","Eryngium maritimum L., 1753","Panicaut maritime, Panicaut de mer, Chardon des dunes, Chardon bleu, Panicaut des dunes","MODERE","PR","végétation vivace des dunes maritimes thermophiles, bordières à mobiles","6-9","","","","","","","X","X","X","X","","",""
"97147","Eryngium pusillum L., 1753","Panicaut fluet, Petit panicaut, Panicaut nain de Barrelier, Panicaut de Barrelier, Panicaut fluet de Barrelier","TRES FORT","PN","parvogéophytaies amphibies courtement exondables, oligotrophiles, méditerranéennes","5-6","","","","","","X","X","","","","","",""
"97148","Eryngium spinalba Vill., 1779","Panicaut épine-blanche, Panicaut blanc des Alpes, Chardon blanc","MODERE","PN","grpts vivaces des éboulis basophiles, psychrophiles, montagnards (ubacs) à alpins, héliophiles","6-7","","","","","","","X","X","","","","",""
"97152","Eryngium viviparum J.Gay, 1848","Panicaut vivipare, Panicaut nain vivipare","TRES FORT","PN","parvogéophytaies amphibies exondables, oligotrophiles, atlantiques, planitiaires-collinéennes, acidophiles, des grèves sablonneuses ou tourbeuses","7-9","","","","","","","","X","X","X","","",""
"103142","Hydrocotyle vulgaris L., 1753","Hydrocotyle commune, Écuelle d'eau, Herbe aux patagons","MODERE","-","hémicrypto-géophytaies des tourbières médio-européennes à boréo-subalpines","6-9","","","","","","","X","X","X","X","","",""
"90524","Chamaerops humilis L., 1753","Chamaerops humble, Chamaerops nain, Faux palmier doum, Palmier nain, Chamérops nain","DD","PN","matorrals héliophiles thermoméditerranéens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"789034","Chamaerops humilis var. humilis L., 1753","Chamaerops humble, Chamaerops nain, Faux palmier doum, Palmier nain, Chamérops nain","DD","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81297","Allium acutiflorum Loisel., 1809","Ail à fleurs aiguës","FORT","-","pelouses basophiles mésoméditerranéennes, mésoxérophiles","5-6","","","","","","X","X","","","","","",""
"81313","Allium ampeloprasum L., 1753","Ail faux poireau, Carambole, Poireau des vignes Poireau d'été, Poireau du levant","MODERE","-","friches vivaces mésohydriques, thermophiles, euryméditerranéennes, héliophiles","6-7","","","","","","","X","X","","","","",""
"81316","Allium angulosum L., 1753","Ail à tiges anguleuses, Ail anguleux","MAJEUR","-","prairies hydrophiles médio-européennes, mésothermes","6-8","","","","","","","X","X","X","","","",""
"81336","Allium carinatum L., 1753","Ail caréné, Ail à pétales carénés","MODERE","-","pelouses basophiles pannonico-sarmatiques","7-8","","","","","","","","X","X","","","",""
"81341","Allium chamaemoly L., 1753","Ail faux moly, Ail petit Moly","FAIBLE","PN","pelouses basophiles mésoméditerranéennes, mésoxérophiles","1-3","","X","X","X","","","","","","","","",""
"81355","Allium consimile Jord. ex Gren., 1855","Ail semblable, Ail ressemblant","TRES FORT","-","pelouses arénicoles basophiles, médio-européennes occidentales, mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81359","Allium corsicum Jauzein, J.-M.Tison, Deschâtres & H.Couderc, 2002","Ail de Corse","TRES FORT","-","végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes centrales","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"618717","Allium lineare L., 1753","Ail linéaire","MODERE","-","pelouses basophiles subalpines, alpiennes, mésohydriques","7-8","","","","","","","","X","X","","","",""
"81433","Allium moly L., 1753","Ail Moly, Ail doré","FORT","PN","pelouses basophiles méridionales, sub/supra à oroméditerranéennes, nevado-illyriennes","5-6","","","","","","X","X","","","","","",""
"81449","Allium nigrum L., 1762 [nom. et typ. cons.]","Ail noir, Ail de Chine","TRES FORT","PR","","4-6","","","","","X","X","X","","","","","",""
"81463","Allium pallens L., 1762","Ail pâle, Ail de Coppoler","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81468","Allium parciflorum Viv., 1825","Ail à fleurs peu nombreuses, Ail à fleurs rares","MODERE","-","pelouses basophiles mésoméditerranéennes, mésoxérophiles","6-9","","","","","","","X","X","X","X","","",""
"81506","Allium savii Parl., 1857","Ail de Savi, Ail des salines","FORT","PR","pelouses basophiles méditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81507","Allium scaberrimum J.Serres, 1857","Ail très rude, Ail très scabre","MODERE","-","","6-7","","","","","","","X","X","","","","",""
"81516","Allium siculum Ucria, 1793","Ail de Sicile, Nectaroscorde de Sicile","TRES FORT","PN","pelouses acidophiles méditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81522","Allium strictum Schrad., 1809","Ail dressé, Ail raide","FORT","PN","pelouses basophiles médio-européennes occidentales, mésoxérophiles, aéromésohygrophiles, submontagnardes, généralement d'ubac","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81523","Allium suaveolens Jacq., 1789","Ail odorant","TRES FORT","-","moliniaies des prés paratourbeux médio-européens, basophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81525","Allium subhirsutum L., 1753","Ail un peu hérissé, Ail presque hirsute, Ail presque hérissé","MODERE","PR","friches vivaces mésohydriques, thermophiles, euryméditerranéennes, héliophiles","4-6","","","","","X","X","X","","","","","",""
"143287","Allium subhirsutum L., 1753","Ail un peu hérissé, Ail presque hirsute, Ail presque hérissé","DD","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81530","Allium tenuiflorum Ten., 1815","Ail à petites fleurs, Ail à fleurs ténues","MAJEUR","-","pelouses basophiles méditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81537","Allium trifoliatum Cirillo, 1792","Ail à trois feuilles, Ail trifolié","FAIBLE","PR","","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"81543","Allium victorialis L., 1753","Ail victorial, Herbe à neuf chemises, Ail de la victoire, Ail des cerfs","FORT","-","mégaphorbiaies subalpines à montagnardes, mésohydriques, méso-oligotrophiles, acidophiles, occidentales","6-8","","","","","","","X","X","X","","","",""
"610607","Acis fabrei (Quézel & Girerd) Lledo, A.P.Davis & M.B.Crespo, 2004","Nivéole de Fabre, Acis de Fabre","TRES FORT","PR","pelouses basophiles mésoméditerranéennes, mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"80000","Acis longifolia J.Gay ex M.Roem., 1847","Nivéole à feuilles longues, Nivéole à longues feuilles, Acis à feuilles longues","MODERE","PN","pelouses acidophiles méditerranéennes","4-5","","","","","X","X","","","","","","",""
"610608","Acis nicaeensis (Ardoino) Lledó, A.P.Davis & M.B.Crespo, 2004","Nivéole de Nice, Acis de Nice","MAJEUR","PN","pelouses basophiles mésoméditerranéennes, mésoxérophiles","3-4","","","","X","X","","","","","","","",""
"80003","Acis rosea (F.Martin) Sweet, 1829","Nivéole rose, Acis rose","FORT","-","pelouses basophiles thermoméditerranéennes, maritimes, corso-sardes","9-11","","","","","","","","","","X","X","X",""
"99233","Galanthus nivalis L., 1753","Perce-neige, Goutte de lait, Clochette d'hiver, Galanthine, Galanthe des neiges, Galanthe perce-neige","MODERE","-","sous-bois herbacés médio-européens, basophiles, mésohygrophiles à mésohygroclines","2-3","","","X","X","","","","","","","","",""
"105827","Leucojum aestivum L., 1759","Nivéole d'été","FORT","PN","prairies hydrophiles européennes, thermophiles","4-5","","","","","X","X","","","","","","",""
"105837","Leucojum pulchellum Salisb., 1807","Nivéole jolie, Nivéole élégante","FORT","-","hémicryptophytaies des sources neutrophiles, orophiles, corso-sardes","2-4","","","X","X","X","","","","","","","",""
"105841","Leucojum vernum L., 1753","Nivéole de printemps, Nivéole printanière","MODERE","PR","sous-bois herbacés médio-européens, basophiles","2-4","","","X","X","X","","","","","","","",""
"982167","Leucojum vernum var. vernum L., 1753",,"DD","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"109234","Narcissus assoanus Dufour, 1830","Narcisse d'Asso, Narcisse à feuilles de jonc, Narcisse de Requien","MODERE","-","pelouses basophiles sub/supraméditerranéennes, mésoxérophiles, des adrets","3-5","","","","X","X","X","","","","","","",""
"109239","Narcissus bicolor L., 1762","Narcisse bicolore","MODERE","-","prairies mésohydriques, fauchées, subalpines à montagnardes supérieures, SW-européennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"109241","Narcissus bulbocodium L., 1753","Narcisse bulbocodium, Trompette de Méduse, Narcisse trompette","NUL","PD04","pelouses acidophiles planitiaires, thermo-atlantiques","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"109241","Narcissus bulbocodium L., 1753","Narcisse bulbocodium, Trompette de Méduse, Narcisse trompette","NUL","PD04","pelouses acidophiles planitiaires, thermo-atlantiques","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"109263","Narcissus jonquilla L., 1753","Narcisse jonquille","NUL","PD04","prairies hygrophiles, européennes, thermophiles","3-4","","","","X","X","","","","","","","",""
"109263","Narcissus jonquilla L., 1753","Narcisse jonquille","NUL","PD04","prairies hygrophiles, européennes, thermophiles","3-4","","","","X","X","","","","","","","",""
"717326","Narcissus obsoletus (Haw.) Steud., 1841",,"MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"138006","Narcissus pseudonarcissus subsp. pseudonarcissus L., 1753","Narcisse faux narcisse, Jonquille des bois, Jonquille, Narcisse trompette","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"612520","Narcissus pseudonarcissus subsp. provincialis (Pugsley) J.-M.Tison, 2010","Narcisse de Provence","FORT","-","prairies mésohydriques, fauchées, subalpines à montagnardes supérieures","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"109309","Narcissus tazetta L., 1753","Narcisse tazette, Narcisses à bouquet jaune, Narcisse à bouquet","FAIBLE","PD04","prairies hygrophiles, thermophiles, mésoméditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"109309","Narcissus tazetta L., 1753","Narcisse tazette, Narcisses à bouquet jaune, Narcisse à bouquet","FAIBLE","PD04","prairies hygrophiles, thermophiles, mésoméditerranéennes","2-4","","","X","X","X","","","","","","","",""
"109309","Narcissus tazetta L., 1753","Narcisse tazette, Narcisses à bouquet jaune, Narcisse à bouquet","FAIBLE","PD04","prairies hygrophiles, thermophiles, mésoméditerranéennes","1-3","","X","X","X","","","","","","","","",""
"109309","Narcissus tazetta L., 1753","Narcisse tazette, Narcisses à bouquet jaune, Narcisse à bouquet","FAIBLE","PD04","prairies hygrophiles, thermophiles, mésoméditerranéennes","1-3","","X","X","X","","","","","","","","",""
"148872","Narcissus triandrus var. loiseleurii (Rouy) A.Fern., 1949","Narcisse de Loiseleur, Narcisse des Glénans","DD","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125120","Sternbergia colchiciflora Waldst. & Kit., 1805","Sternbergie à fleurs de colchique","TRES FORT","PN","pelouses basophiles mésoméditerranéennes, mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"112070","Pancratium maritimum L., 1753","Pancrais maritime, Pancrace maritime, Lis maritime, Lis des sables, Lis de mer","FAIBLE","PR","végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes occidentales","7-9","","","","","","","","X","X","X","","",""
"82909","Anthericum ramosum L., 1753","Phalangère rameuse, Anthéricum ramifié","FORT","-","ourlets externes basophiles médio-européens, mésoxérophiles, occidentaux","6-8","","","","","","","X","X","X","","","",""
"84277","Asparagus maritimus (L.) Mill., 1768","Asperge maritime","FAIBLE","PR","prés salés vasicoles hygrophiles méditerranéens","5-6","","","","","","X","X","","","","","",""
"611535","Ruscus hypoglossum L., 1753","Fragon hypoglosse","FORT","-","chaméphytaies sciaphiles de sous-bois forestier méditerranéo-atlantique","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
